S Questions;Answers;;;;
S Probe 322 Farbe;Dunkelrot mit bläul. Reflexens;;;;
S Probe 322 Geruch;Vegetativ;Kirsche;Dunkle Beeren;;
S Probe 322 Geschmack;Süß;Dezente Säure;;;
S Probe 983 Farbe;Rubinrot;;;;
S Probe 983 Geruch;Vegetativ;Rauchig;Dunkle Beeren;Nelke;Holz
S Probe 983 Geschmack;Adstringierend;Sauer;Leichte Süße;;
