S Questions;Answers;;;;
S Probe 644 Farbe;Dunkelrot mit bläul. Reflexen;;;;
S Probe 644 Geruch;Fruchtig;Würzig;Dunkle Beeren;Pflaume;Holz
S Probe 644 Geschmack;Adstringierend;Tannine;Alkoholisch;Leichte Süße;Dominante Säure
S Probe 983 Farbe;Hellrot mit braunem Rand;;;;
S Probe 983 Geruch;Vegetativ;Würzig;Rauchig;Dumpf;Holz
S Probe 983 Geschmack;Adstringierend;Tannine;Sauer;Holz;
