W Questions;Answers;;;;
W Probe 322 Farbe;Dunkelrot mit bläul. Reflexen;;;;
W Probe 322 Geruch;Erdbeere;Kirsche;Würzig;;
W Probe 322 Geschmack;Süß;Alkoholisch;Adstringierend;;
W Probe 983 Farbe;Hellrot mit braunem Rand;;;;
W Probe 983 Geruch;Dunkle Beeren;Würzig;Nelke;Rauchig;Holz
W Probe 983 Geschmack;Sauer;Bitter;Alkoholisch;Tannine;Holz
