S Questions;Answers;;;
S Probe 644 Farbe;Dunkelrot mit bläul. Reflexen;;;
S Probe 644 Geruch;Dunkle Beeren;Pflaume;Vanille;Holz
S Probe 644 Geschmack;Adstringierend;Tannine;Dezente Säure;Holz
S Probe 322 Farbe;Hellrot mit braunem Rand;;;
S Probe 322 Geruch;Fruchtig;Erdbeere;Vanille;Holz
S Probe 322 Geschmack;Tannine;Dezente Säure;Holz;Leichte Süße
