S Questions;Answers;;;;
S Probe 983 Farbe;Hellrot mit braunem Rand;;;;
S Probe 983 Geruch;Kirsche;Dunkle Beeren;Pflaume;Vanille;Holz
S Probe 983 Geschmack;Adstringierend;Tannine;Sauer;Alkoholisch;
S Probe 644 Farbe;Rubinrot;;;;
S Probe 644 Geruch;Fruchtig;Würzig;Kirsche;Dunkle Beeren;
S Probe 644 Geschmack;Adstringierend;Tannine;Sauer;Alkoholisch;Holz
