W Questions;Answers;;;;;
W Probe 983 Farbe;Hellrot mit braunem Rand;;;;;
W Probe 983 Geruch;Fruchtig;Erdbeere;Kirsche;Dunkle Beeren;Würzig;
W Probe 983 Geschmack;Leichte Süße;Dominante Säure;;;;
W Probe 322 Farbe;Rubinrot;;;;;
W Probe 322 Geruch;Fruchtig;Erdbeere;Kirsche;Vegetativ;Würzig;Pfeffer
W Probe 322 Geschmack;Süß;Sauer;Tannine;Holz;;
