S Questions;Answers;;;;
S Probe 644 Farbe;Dunkelrot mit bläul. Reflexen;;;;
S Probe 644 Geruch;Fruchtig;Kirsche;Dunkle Beeren;Vanille;Holz
S Probe 644 Geschmack;Tannine;Alkoholisch;Dezente Säure;Holz;
S Probe 983 Farbe;Hellrot mit braunem Rand;;;;
S Probe 983 Geruch;Fruchtig;Erdbeere;Kirsche;;
S Probe 983 Geschmack;Süß;Adstringierend;Dezente Säure;;
