S Questions;Answers;;
S Probe 983 Farbe;Hellrot mit braunem Rand;;
S Probe 983 Geruch;Fruchtig;Kirsche;Dunkle Beeren
S Probe 983 Geschmack;Bitter;Dominante Säure;
S Probe 644 Farbe;Rubinrot;;
S Probe 644 Geruch;Vegetativ;Dumpf;Kirsche
S Probe 644 Geschmack;Adstringierend;Dezente Säure;
