S Questions;Answers;;;
S Probe 983 Farbe;Hellrot mit braunem Rand;;;
S Probe 983 Geruch;Würzig;Kirsche;Nelke;Pfeffer
S Probe 983 Geschmack;Tannine;Sauer;Holz;Dominante Säure
S Probe 322 Farbe;Dunkelrot mit bläul. Reflexen;;;
S Probe 322 Geruch;Fruchtig;Erdbeere;Vanille;
S Probe 322 Geschmack;Adstringierend;Tannine;Dezente Säure;Leichte Süße
