S Questions;Answers;;;;
S Probe 644 Farbe;Rubinrot;;;;
S Probe 644 Geruch;Kirsche;Dunkle Beeren;Pflaume;Vanille;
S Probe 644 Geschmack;Leichte Süße;Bitter;Adstringierend;Tannine;Holz
S Probe 322 Farbe;Hellrot mit braunem Rand;;;;
S Probe 322 Geruch;Erdbeere;Vegetativ;Würzig;Pfeffer;Rauchig
S Probe 322 Geschmack;Leichte Süße;Dezente Säure;Bitter;Adstringierend;
