W Questions;Answers;;;;
W Probe 322 Farbe;Dunkelrot mit bläul. Reflexen;;;;
W Probe 322 Geruch;Fruchtig;Dunkle Beeren;Vegetativ;Würzig;Pfeffer
W Probe 322 Geschmack;Süß;Dezente Säure;;;
W Probe 983 Farbe;Dunkelrot mit bläul. Reflexen;;;;
W Probe 983 Geruch;Würzig;Holz;Dumpf;;
W Probe 983 Geschmack;Sauer;Adstringierend;Tannine;;
