S Questions;Answers;;;;
S Probe 644 Farbe;Rubinrot;;;;
S Probe 644 Geruch;Fruchtig;Würzig;Kirsche;Vanille;Holz
S Probe 644 Geschmack;Tannine;Sauer;Holz;;
S Probe 983 Farbe;Hellrot mit braunem Rand;;;;
S Probe 983 Geruch;Vegetativ;Würzig;Rauchig;Kirsche;
S Probe 983 Geschmack;Holz;Dominante Säure;;;
